table,domain,rls_enabled,policy,cmd,roles,permissive,using_expr,with_check_expr,flags,notes,severity
requisition_items,Other,YES,req_items_isolation,ALL,{public},PERMISSIVE,(EXISTS ( SELECT 1 FROM purchase_requisitions r WHERE ((r.id = requisition_items.requisition_id) AND (r.hospital_id = get_user_hospital_id())))),(EXISTS ( SELECT 1 FROM purchase_requisitions r WHERE ((r.id = requisition_items.requisition_id) AND (r.hospital_id = get_user_hospital_id())))),none,,OK
research_cohorts,Other,YES,research_cohorts_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
restraint_records,Other,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
retention_schedules,Other,YES,hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
revenue_alerts,Billing,YES,Hospital isolation for revenue_alerts,ALL,{authenticated},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
revenue_leak_actions,Billing,YES,revenue_leak_actions_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
rfq_vendors,Procurement,YES,rfq_vendors_isolation,ALL,{public},PERMISSIVE,(EXISTS ( SELECT 1 FROM rfqs r WHERE ((r.id = rfq_vendors.rfq_id) AND (r.hospital_id = get_user_hospital_id())))),(EXISTS ( SELECT 1 FROM rfqs r WHERE ((r.id = rfq_vendors.rfq_id) AND (r.hospital_id = get_user_hospital_id())))),none,,OK
rfqs,Procurement,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
role_permissions,Identity,YES,Users can manage own hospital role_permissions,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
role_permissions,Identity,YES,Users can view own hospital role_permissions,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
safety_event_capa,Other,YES,hospital_isolation_safety_capa,ALL,{public},PERMISSIVE,(safety_event_id IN ( SELECT safety_events.id FROM safety_events WHERE (safety_events.hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))))),(safety_event_id IN ( SELECT safety_events.id FROM safety_events WHERE (safety_events.hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))))),INITPLAN auth.*() per-row,,LOW
safety_event_rca,Other,YES,hospital_isolation_safety_rca,ALL,{public},PERMISSIVE,(safety_event_id IN ( SELECT safety_events.id FROM safety_events WHERE (safety_events.hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))))),(safety_event_id IN ( SELECT safety_events.id FROM safety_events WHERE (safety_events.hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))))),INITPLAN auth.*() per-row,,LOW
safety_events,Other,YES,hospital_isolation_safety_events,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
safety_rounds,Other,YES,hospital_isolation_safety_rounds,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
salary_structures,Payroll,YES,salary_structures_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
scheme_beneficiaries,Other,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
second_victim_cases,Other,YES,second_victim_cases_hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
second_victim_sessions,Other,YES,second_victim_sessions_hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
sedation_scores,ICU,YES,sedation_scores_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
service_charges,Billing,YES,service_charges_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
service_master,Billing,YES,Admins can manage services,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
service_master,Billing,YES,Users can view own hospital services,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
service_rates,Billing,YES,Hospital members manage their service rates,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
set_issues,Other,YES,set_issues_hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
settlement_reconciliation_flags,Payments,YES,settlement_flags_admin_read,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,none,,OK
settlement_reconciliation_flags,Payments,YES,settlement_flags_admin_update,UPDATE,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
shift_master,HR,YES,Users can manage own hospital shift_master,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
shift_master,HR,YES,Users can view own hospital shift_master,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
shift_master,HR,YES,shift_master_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
shift_master,HR,YES,shift_master_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
shift_swap_requests,HR,YES,shift_swap_requests_hospital,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
signup_otp_verifications,Platform,YES,(none),,,,,,"RLS enabled, ZERO policies",service_role/postgres only (both BYPASSRLS),INFO
sms_notifications,Notifications,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
staff_attendance,HR,YES,Users can manage own hospital attendance,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
staff_attendance,HR,YES,Users can view own hospital attendance,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
staff_attendance,HR,YES,aumrti_admin_read_all_staff_attendance,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,MULTIPLE PERMISSIVE (2),,MEDIUM
staff_burnout_scores,HR,YES,staff_burnout_scores_hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
staff_credentials,HR,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
staff_documents,HR,YES,staff_documents_hospital,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
staff_exits,HR,YES,staff_exits_hospital,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
staff_grievances,HR,YES,staff_grievances_hospital,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
staff_injuries,HR,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
staff_privileges,HR,YES,hospital_isolation_privileges,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
staff_profiles,HR,YES,Users can manage own hospital staff_profiles,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
staff_profiles,HR,YES,Users can view own hospital staff_profiles,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
staff_salary_assignments,HR,YES,staff_salary_assignments_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
staff_training_records,HR,YES,hospital_isolation_training,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
staffing_alerts,HR,YES,staffing_alerts_hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
sterilization_cycles,Infection Control,YES,sterilization_cycles_hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
stimulation_monitoring,Other,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
stimulation_monitoring,Other,YES,tenant_isolation_stimulation_monitoring,ALL,{authenticated},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),INITPLAN auth.*() per-row; MULTIPLE PERMISSIVE (2),,MEDIUM
stock_count_items,Inventory,YES,hospital_isolation,ALL,{public},PERMISSIVE,(EXISTS ( SELECT 1 FROM stock_counts sc WHERE ((sc.id = stock_count_items.count_id) AND (sc.hospital_id = get_user_hospital_id())))),(EXISTS ( SELECT 1 FROM stock_counts sc WHERE ((sc.id = stock_count_items.count_id) AND (sc.hospital_id = get_user_hospital_id())))),none,,OK
stock_counts,Inventory,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
stock_reorder_triggers,Inventory,YES,reorder_triggers_hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
stock_reorder_triggers,Inventory,YES,reorder_triggers_service_role,ALL,{service_role},PERMISSIVE,true,true,none,,OK
stock_transactions,Inventory,YES,Users can manage own hospital stock_transactions,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
stock_transactions,Inventory,YES,Users can view own hospital stock_transactions,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
stock_transactions,Inventory,YES,stock_transactions_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
stock_transactions,Inventory,YES,stock_transactions_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
store_indent_items,Inventory,YES,hospital_isolation,ALL,{public},PERMISSIVE,(EXISTS ( SELECT 1 FROM store_indents si WHERE ((si.id = store_indent_items.indent_id) AND (si.hospital_id = get_user_hospital_id())))),(EXISTS ( SELECT 1 FROM store_indents si WHERE ((si.id = store_indent_items.indent_id) AND (si.hospital_id = get_user_hospital_id())))),none,,OK
store_indents,Inventory,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
store_locations,Inventory,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
store_stock,Inventory,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
store_stock_movements,Inventory,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
subscription_events,Platform,YES,hospital_own_events_select,SELECT,{public},PERMISSIVE,((hospital_id = get_user_hospital_id()) OR is_aumrti_admin()),,none,,OK
subscription_events,Platform,YES,service_role_events_all,ALL,{service_role},PERMISSIVE,true,true,none,,OK
subscription_invoices,Platform,YES,aumrti_admin_invoices_select,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,none,,OK
subscription_invoices,Platform,YES,hospital_own_invoices_select,SELECT,{public},PERMISSIVE,((hospital_id = get_user_hospital_id()) OR is_aumrti_admin()),,none,,OK
subscription_invoices,Platform,YES,service_role_invoices_all,ALL,{service_role},PERMISSIVE,true,true,none,,OK
subscription_plans,Platform,YES,plans_anon_read,SELECT,{anon},PERMISSIVE,(is_active = true),,ANON-REACHABLE,,HIGH
subscription_plans,Platform,YES,plans_aumrti_write,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
subscription_plans,Platform,YES,plans_public_read,SELECT,{authenticated},PERMISSIVE,true,,OPEN-READ USING(true),,CRITICAL
system_config,Other,YES,system_config_admin_insert,INSERT,{authenticated},PERMISSIVE,,"((hospital_id = get_user_hospital_id()) AND has_role(auth.uid(), 'super_admin'::app_role))",INITPLAN auth.*() per-row,,LOW
system_config,Other,YES,system_config_admin_update,UPDATE,{authenticated},PERMISSIVE,"((hospital_id = get_user_hospital_id()) AND has_role(auth.uid(), 'super_admin'::app_role))","((hospital_id = get_user_hospital_id()) AND has_role(auth.uid(), 'super_admin'::app_role))",INITPLAN auth.*() per-row,,LOW
system_config,Other,YES,system_config_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
tally_export_log,Other,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
tally_ledger_mapping,Other,YES,tally_ledger_mapping_hospital_policy,ALL,{authenticated},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
tds_annual_summary,Payroll,YES,tds_annual_summary_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
tds_sections,Payroll,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
teleconsult_sessions,Telemedicine,YES,Users can manage own hospital teleconsult_sessions,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
teleconsult_sessions,Telemedicine,YES,Users can view own hospital teleconsult_sessions,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
therapy_plans,Other,YES,therapy_plans_isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
therapy_plans,Other,YES,therapy_plans_service_role,ALL,{service_role},PERMISSIVE,true,true,none,,OK
therapy_sessions,Other,YES,therapy_sessions_isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
therapy_sessions,Other,YES,therapy_sessions_service_role,ALL,{service_role},PERMISSIVE,true,true,none,,OK
toxicity_events,Other,YES,toxicity_events_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
tpa_config,TPA,YES,Users can manage own hospital tpa_config,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
tpa_config,TPA,YES,Users can view own hospital tpa_config,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
tpa_config,TPA,YES,tpa_config_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
tpa_config,TPA,YES,tpa_config_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
tpa_dispute_communications,TPA,YES,tpa_dispute_comms_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
tpa_disputes,TPA,YES,tpa_disputes_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
tpa_queries,TPA,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
transfusion_reactions,Blood Bank,YES,transfusion_reactions_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
translate_pricing,Other,YES,Service role manages translate pricing,ALL,{public},PERMISSIVE,"((((current_setting('request.jwt.claims'::text, true))::jsonb ->> 'role'::text) = 'service_role'::text) OR (auth.role() = 'service_role'::text))",,INITPLAN auth.*() per-row,,LOW
tv_display_settings,Other,YES,Anyone can read tv_display_settings,SELECT,{public},PERMISSIVE,true,,OPEN-READ USING(true),,CRITICAL
tv_display_settings,Other,YES,Hospital admins manage tv_display_settings,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
user_permission_overrides,Identity,YES,Users can manage own hospital user_permission_overrides,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
user_permission_overrides,Identity,YES,Users can view own hospital user_permission_overrides,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
user_tour_progress,Identity,YES,user_tour_progress_own_or_admin_read,SELECT,{authenticated},PERMISSIVE,((user_id = auth.uid()) OR is_aumrti_admin()),,INITPLAN auth.*() per-row,,LOW
user_tour_progress,Identity,YES,user_tour_progress_own_update,UPDATE,{authenticated},PERMISSIVE,(user_id = auth.uid()),(user_id = auth.uid()),INITPLAN auth.*() per-row,,LOW
user_tour_progress,Identity,YES,user_tour_progress_own_write,INSERT,{authenticated},PERMISSIVE,,(user_id = auth.uid()),INITPLAN auth.*() per-row,,LOW
user_trusted_devices,Identity,YES,trusted_devices_delete_own,DELETE,{authenticated},PERMISSIVE,(user_id = auth.uid()),,INITPLAN auth.*() per-row,,LOW
user_trusted_devices,Identity,YES,trusted_devices_insert_own,INSERT,{authenticated},PERMISSIVE,,(user_id = auth.uid()),INITPLAN auth.*() per-row,,LOW
user_trusted_devices,Identity,YES,trusted_devices_select_own,SELECT,{authenticated},PERMISSIVE,(user_id = auth.uid()),,INITPLAN auth.*() per-row,,LOW
users,Identity,YES,Admins can manage users,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
users,Identity,YES,Users can update own profile,UPDATE,{authenticated},PERMISSIVE,(id = auth.uid()),(id = auth.uid()),INITPLAN auth.*() per-row,,LOW
users,Identity,YES,Users can view own hospital users,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
users,Identity,YES,aumrti_admin_read_all_users,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,MULTIPLE PERMISSIVE (2),,MEDIUM
vaccination_due,Vaccination,YES,tenant_isolation_vaccination_due,ALL,{authenticated},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),INITPLAN auth.*() per-row; MULTIPLE PERMISSIVE (2),,MEDIUM
vaccination_due,Vaccination,YES,vaccination_due_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
vaccination_records,Vaccination,YES,tenant_isolation_vaccination_records,ALL,{authenticated},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),INITPLAN auth.*() per-row; MULTIPLE PERMISSIVE (2),,MEDIUM
vaccination_records,Vaccination,YES,vaccination_records_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
vaccine_camps,Vaccination,YES,tenant_isolation_vaccine_camps,ALL,{authenticated},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),INITPLAN auth.*() per-row; MULTIPLE PERMISSIVE (2),,MEDIUM
vaccine_camps,Vaccination,YES,vaccine_camps_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
vaccine_master,Vaccination,YES,tenant_isolation_vaccine_master,ALL,{authenticated},PERMISSIVE,((hospital_id IS NULL) OR (hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid())))),((hospital_id IS NULL) OR (hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid())))),INITPLAN auth.*() per-row,,LOW
vaccine_master,Vaccination,YES,vaccine_master_delete,DELETE,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
vaccine_master,Vaccination,YES,vaccine_master_read,SELECT,{authenticated},PERMISSIVE,((hospital_id IS NULL) OR (hospital_id = get_user_hospital_id())),,none,,OK
vaccine_master,Vaccination,YES,vaccine_master_update,UPDATE,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
vaccine_master,Vaccination,YES,vaccine_master_write,INSERT,{authenticated},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
vaccine_stock,Vaccination,YES,tenant_isolation_vaccine_stock,ALL,{authenticated},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),INITPLAN auth.*() per-row; MULTIPLE PERMISSIVE (2),,MEDIUM
vaccine_stock,Vaccination,YES,vaccine_stock_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
vendor_quotations,Procurement,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
vendor_rate_contracts,Procurement,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
vendors,Procurement,YES,Users can manage own hospital vendors,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
vendors,Procurement,YES,Users can view own hospital vendors,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
vendors,Procurement,YES,vendors_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
vendors,Procurement,YES,vendors_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
ventilator_params,ICU,YES,vent_params_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
vial_wastage,Other,YES,vial_wastage_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
visitor_passes,OPD,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
ward_acuity_snapshots,IPD,YES,ward_acuity_snapshots_hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
ward_round_notes,IPD,YES,Users can manage own hospital ward_round_notes,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ward_round_notes,IPD,YES,Users can view own hospital ward_round_notes,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
wards,IPD,YES,Admins can manage wards,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
wards,IPD,YES,Users can view own hospital wards,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
webhook_dlq,Integration,YES,(none),,,,,,"RLS enabled, ZERO policies",service_role/postgres only (both BYPASSRLS),INFO
whatsapp_bot_messages,Notifications,YES,hospital_isolation_wbm,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
whatsapp_bot_sessions,Notifications,YES,hospital_isolation_wbs,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
whatsapp_connectors,Notifications,YES,whatsapp_connectors_hospital_policy,ALL,{authenticated},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
whatsapp_notifications,Notifications,YES,Auth users manage own hospital notifications,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
whatsapp_notifications,Notifications,YES,whatsapp_notifications_insert,INSERT,{authenticated},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
whatsapp_notifications,Notifications,YES,whatsapp_notifications_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
whatsapp_templates,Notifications,YES,Users can manage own hospital templates,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
