table,domain,rls_enabled,policy,cmd,roles,permissive,using_expr,with_check_expr,flags,notes,severity
hospital_addons,Tenant,YES,hospital_addons_read,SELECT,{authenticated},PERMISSIVE,((hospital_id = get_user_hospital_id()) OR is_aumrti_admin()),,none,,OK
hospital_addons,Tenant,YES,hospital_addons_tenant_write,ALL,{authenticated},PERMISSIVE,"(is_aumrti_admin() OR ((hospital_id = get_user_hospital_id()) AND has_role(auth.uid(), 'super_admin'::app_role)))","(is_aumrti_admin() OR ((hospital_id = get_user_hospital_id()) AND has_role(auth.uid(), 'super_admin'::app_role)))",INITPLAN auth.*() per-row,,LOW
hospital_ai_wallet,AI,YES,ai_wallet_select,SELECT,{authenticated},PERMISSIVE,((hospital_id = get_user_hospital_id()) OR is_aumrti_admin()),,none,,OK
hospital_ai_wallet,AI,YES,ai_wallet_service,ALL,{service_role},PERMISSIVE,true,true,none,,OK
hospital_chains,Tenant,YES,hospital_chains_platform_only,ALL,{authenticated},PERMISSIVE,true,true,OPEN-READ USING(true); OPEN-WRITE WITH CHECK(true),,CRITICAL
hospital_committees,Tenant,YES,hospital_isolation_committees,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
hospital_config_values,Tenant,YES,hcv_delete,DELETE,{public},PERMISSIVE,((is_system = false) AND (hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()) LIMIT 1))),,INITPLAN auth.*() per-row,,LOW
hospital_config_values,Tenant,YES,hcv_insert,INSERT,{public},PERMISSIVE,,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()) LIMIT 1)),INITPLAN auth.*() per-row,,LOW
hospital_config_values,Tenant,YES,hcv_select,SELECT,{public},PERMISSIVE,((hospital_id IS NULL) OR (hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()) LIMIT 1))),,INITPLAN auth.*() per-row,,LOW
hospital_config_values,Tenant,YES,hcv_update,UPDATE,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()) LIMIT 1)),,INITPLAN auth.*() per-row; UPDATE no WITH CHECK (PG reuses USING - OK),,LOW
hospital_feature_overrides,Tenant,YES,feature_override_aumrti_all,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
hospital_feature_overrides,Tenant,YES,feature_override_own_read,SELECT,{authenticated},PERMISSIVE,((hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()) LIMIT 1)) OR is_aumrti_admin()),,INITPLAN auth.*() per-row,,LOW
hospital_icd_settings,Tenant,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
hospital_insurance_settings,Tenant,YES,his_hospital_insert,INSERT,{public},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
hospital_insurance_settings,Tenant,YES,his_hospital_select,SELECT,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
hospital_insurance_settings,Tenant,YES,his_hospital_update,UPDATE,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
hospital_module_entitlements,Tenant,YES,module_entitlement_aumrti_all,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
hospital_module_entitlements,Tenant,YES,module_entitlement_own_read,SELECT,{authenticated},PERMISSIVE,((hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()) LIMIT 1)) OR is_aumrti_admin()),,INITPLAN auth.*() per-row,,LOW
hospital_packages,Tenant,YES,hospital_packages_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
hospital_packages,Tenant,YES,hospital_packages_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
hospital_pacs_config,Tenant,YES,pacs_config_hospital_rls,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
hospital_pricing_overrides,Tenant,YES,pricing_override_aumrti_all,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
hospital_pricing_overrides,Tenant,YES,pricing_override_own_read,SELECT,{authenticated},PERMISSIVE,((hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()) LIMIT 1)) OR is_aumrti_admin()),,INITPLAN auth.*() per-row,,LOW
hospital_sequences,Tenant,YES,Hospital sequences — service role only,ALL,{public},PERMISSIVE,false,false,none,,OK
hospital_settings,Tenant,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
hospital_signup_consents,Tenant,YES,aumrti_admin_read_all_signup_consents,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,none,,OK
hospital_subscriptions,Tenant,YES,hospital_sub_aumrti_all,ALL,{authenticated},PERMISSIVE,is_aumrti_admin(),is_aumrti_admin(),none,,OK
hospital_subscriptions,Tenant,YES,hospital_sub_own_read,SELECT,{authenticated},PERMISSIVE,((hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()) LIMIT 1)) OR is_aumrti_admin()),,INITPLAN auth.*() per-row,,LOW
hospitals,Tenant,YES,Anyone can read hospital branding,SELECT,{anon},PERMISSIVE,(is_active = true),,ANON-REACHABLE,,HIGH
hospitals,Tenant,YES,Hospital admins can update own hospital,UPDATE,{authenticated},PERMISSIVE,(id = get_user_hospital_id()),(id = get_user_hospital_id()),none,,OK
hospitals,Tenant,YES,Users can view own hospital,SELECT,{authenticated},PERMISSIVE,(id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
hospitals,Tenant,YES,aumrti_admin_delete_hospital,DELETE,{authenticated},PERMISSIVE,is_aumrti_admin(),,none,,OK
hospitals,Tenant,YES,aumrti_admin_read_all_hospitals,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,MULTIPLE PERMISSIVE (2),,MEDIUM
housekeeping_tasks,Housekeeping,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT get_user_hospital_id() AS get_user_hospital_id)),,none,,OK
icd10_code_sets,Other,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
icd10_codes,Other,YES,Delete own codes,DELETE,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
icd10_codes,Other,YES,Manage own codes,INSERT,{authenticated},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
icd10_codes,Other,YES,Read global or own codes,SELECT,{authenticated},PERMISSIVE,((hospital_id IS NULL) OR (hospital_id = get_user_hospital_id())),,none,,OK
icd10_codes,Other,YES,Update own codes,UPDATE,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
icd_codings,Other,YES,hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
icu_daily_goals,ICU,YES,icu_daily_goals_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
icu_flowsheet_entries,ICU,YES,icu_flowsheet_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
idsp_alerts,Public Health,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
idsp_alerts,Public Health,YES,tenant_isolation_idsp_alerts,ALL,{authenticated},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),INITPLAN auth.*() per-row; MULTIPLE PERMISSIVE (2),,MEDIUM
idsp_submissions,Public Health,YES,hospital_staff_idsp,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
inbox_messages,Other,YES,Users can manage own hospital inbox,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
inbox_messages,Other,YES,Users can view own hospital inbox,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
incident_reports,Quality/NABH,YES,Users can manage own hospital incident_reports,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
incident_reports,Quality/NABH,YES,Users can view own hospital incident_reports,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
indent_items,Procurement,YES,Users can manage own hospital indent_items,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
indent_items,Procurement,YES,Users can view own hospital indent_items,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
indent_items,Procurement,YES,indent_items_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
indent_items,Procurement,YES,indent_items_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
instrument_sets,OT,YES,instrument_sets_hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
instruments,OT,YES,instruments_hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
insurance_automation_config,Insurance,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
insurance_automation_log,Insurance,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
insurance_claims,Insurance,YES,Hospital isolation for insurance_claims,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
insurance_claims,Insurance,YES,Users can manage own hospital insurance_claims,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
insurance_claims,Insurance,YES,Users can view own hospital insurance_claims,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
insurance_claims,Insurance,YES,aumrti_admin_read_all_insurance_claims,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,MULTIPLE PERMISSIVE (2),,MEDIUM
insurance_enhancement_requests,Insurance,YES,enhancement_requests_insert,INSERT,{authenticated},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
insurance_enhancement_requests,Insurance,YES,enhancement_requests_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
insurance_enhancement_requests,Insurance,YES,enhancement_requests_update,UPDATE,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
insurance_intimations,Insurance,YES,intimations_insert,INSERT,{authenticated},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
insurance_intimations,Insurance,YES,intimations_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
insurance_intimations,Insurance,YES,intimations_update,UPDATE,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
insurance_payment_reconciliation,Insurance,YES,ipr_hospital_delete,DELETE,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
insurance_payment_reconciliation,Insurance,YES,ipr_hospital_insert,INSERT,{public},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
insurance_payment_reconciliation,Insurance,YES,ipr_hospital_select,SELECT,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
insurance_payment_reconciliation,Insurance,YES,ipr_hospital_update,UPDATE,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
insurance_pre_auth,Insurance,YES,Users can manage own hospital insurance_pre_auth,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
insurance_pre_auth,Insurance,YES,Users can view own hospital insurance_pre_auth,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
insurance_pre_auth,Insurance,YES,insurance_pre_auth_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
insurance_pre_auth,Insurance,YES,insurance_pre_auth_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
insurance_sla_log,Insurance,YES,isla_hospital_insert,INSERT,{public},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
insurance_sla_log,Insurance,YES,isla_hospital_select,SELECT,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
inventory_anomalies,Inventory,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
inventory_items,Inventory,YES,Hospital isolation for inventory_items,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
inventory_items,Inventory,YES,Users can manage own hospital inventory_items,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
inventory_items,Inventory,YES,Users can view own hospital inventory_items,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
inventory_stock,Inventory,YES,Users can manage own hospital inventory_stock,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
inventory_stock,Inventory,YES,Users can view own hospital inventory_stock,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
inventory_stock,Inventory,YES,inventory_stock_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
inventory_stock,Inventory,YES,inventory_stock_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
io_balance_records,Other,YES,io_balance_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ipc_bundle_checklists,Other,YES,hospital_isolation_ipc_bundle,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
ipc_device_usage,Other,YES,hospital_isolation_ipc_device,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
ipc_infection_events,Other,YES,hospital_isolation_ipc_events,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),INITPLAN auth.*() per-row,,LOW
ipd_advances,IPD,YES,hospital_isolation_ipd_advances,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ipd_medications,IPD,YES,Users can manage own hospital ipd_medications,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ipd_medications,IPD,YES,Users can view own hospital ipd_medications,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
ipd_nursing_notes,IPD,YES,inn_delete,DELETE,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
ipd_nursing_notes,IPD,YES,inn_insert,INSERT,{authenticated},PERMISSIVE,,(hospital_id = get_user_hospital_id()),none,,OK
ipd_nursing_notes,IPD,YES,inn_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
ipd_nursing_notes,IPD,YES,inn_update,UPDATE,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ipd_vitals,IPD,YES,Users can manage own hospital ipd_vitals,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
ipd_vitals,IPD,YES,Users can view own hospital ipd_vitals,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
item_consumption_daily,Inventory,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
iv_fluids,Other,YES,hospital_staff_iv_fluids,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
ivf_cycles,IVF/ART,YES,Hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
ivf_cycles,IVF/ART,YES,tenant_isolation_ivf_cycles,ALL,{authenticated},PERMISSIVE,(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),(hospital_id = ( SELECT users.hospital_id FROM users WHERE (users.id = auth.uid()))),INITPLAN auth.*() per-row; MULTIPLE PERMISSIVE (2),,MEDIUM
jci_evidence_items,Other,YES,jci_evidence_hospital_iso,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
job_applicants,Other,YES,job_applicants_hospital,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
job_openings,Other,YES,job_openings_hospital,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
journal_entries,Billing,YES,journal_entries_hospital_rls,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
journal_line_items,Billing,YES,journal_line_items_hospital_rls,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
lab_analyzer_messages,Laboratory,YES,lab_analyzer_messages_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
lab_analyzer_test_mappings,Laboratory,YES,lab_analyzer_test_mappings_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
lab_calibration_records,Laboratory,YES,hospital_isolation_lab_calibration,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
lab_device_connectors,Laboratory,YES,lab_device_connectors_hospital,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
lab_device_connectors,Laboratory,YES,lab_device_connectors_hospital_policy,ALL,{authenticated},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
lab_dual_validation_config,Laboratory,YES,hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
lab_order_items,Laboratory,YES,Users can manage own hospital lab_order_items,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
lab_order_items,Laboratory,YES,Users can view own hospital lab_order_items,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
lab_orders,Laboratory,YES,aumrti_admin_read_all_lab_orders,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,MULTIPLE PERMISSIVE (2),,MEDIUM
lab_orders,Laboratory,YES,lab_orders_insert,INSERT,{authenticated},PERMISSIVE,,((hospital_id = get_user_hospital_id()) AND (ordered_by = ( SELECT users.id FROM users WHERE (users.auth_user_id = auth.uid()) LIMIT 1))),INITPLAN auth.*() per-row,,LOW
lab_orders,Laboratory,YES,lab_orders_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
lab_orders,Laboratory,YES,lab_orders_update,UPDATE,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
lab_qc_entries,Laboratory,YES,lab_qc_entries_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
lab_qc_entries,Laboratory,YES,lab_qc_entries_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
lab_results,Laboratory,YES,hospital_isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
lab_samples,Laboratory,YES,Users can manage own hospital lab_samples,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
lab_samples,Laboratory,YES,Users can view own hospital lab_samples,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
lab_test_group_items,Laboratory,YES,lab_test_group_items_via_group,ALL,{public},PERMISSIVE,(group_id IN ( SELECT lab_test_groups.id FROM lab_test_groups WHERE (lab_test_groups.hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))))),,INITPLAN auth.*() per-row,,LOW
lab_test_groups,Laboratory,YES,lab_test_groups_hospital_isolation,ALL,{public},PERMISSIVE,(hospital_id IN ( SELECT users.hospital_id FROM users WHERE (users.auth_user_id = auth.uid()))),,INITPLAN auth.*() per-row,,LOW
lab_test_master,Laboratory,YES,Users can manage own hospital lab_test_master,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
lab_test_master,Laboratory,YES,Users can view own hospital lab_test_master,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
leakage_reports,Other,YES,leakage_reports_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
leakage_reports,Other,YES,leakage_reports_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,none,,OK
leave_balance,HR,YES,Users can manage own hospital leave_balance,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
leave_balance,HR,YES,Users can view own hospital leave_balance,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
leave_balance,HR,YES,leave_balance_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
leave_balance,HR,YES,leave_balance_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
leave_requests,HR,YES,Users can manage own hospital leave_requests,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
leave_requests,HR,YES,Users can view own hospital leave_requests,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
leave_requests,HR,YES,leave_requests_all,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),MULTIPLE PERMISSIVE (2),,MEDIUM
leave_requests,HR,YES,leave_requests_select,SELECT,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),,MULTIPLE PERMISSIVE (2),,MEDIUM
lifecycle_nudge_actions,Other,YES,lifecycle_nudge_actions_admin_read,SELECT,{authenticated},PERMISSIVE,is_aumrti_admin(),,none,,OK
linen_records,Housekeeping,YES,Hospital isolation,ALL,{public},PERMISSIVE,(hospital_id = ( SELECT get_user_hospital_id() AS get_user_hospital_id)),,none,,OK
lms_certificates,LMS,YES,Certificates hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
lms_courses,LMS,YES,Courses visible to hospital or system,SELECT,{authenticated},PERMISSIVE,((hospital_id IS NULL) OR (hospital_id = get_user_hospital_id())),,none,,OK
lms_courses,LMS,YES,Hospital can manage own courses,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
lms_enrollments,LMS,YES,Enrollments hospital isolation,ALL,{authenticated},PERMISSIVE,(hospital_id = get_user_hospital_id()),(hospital_id = get_user_hospital_id()),none,,OK
lms_quiz_attempts,LMS,YES,Quiz attempts via enrollment,ALL,{authenticated},PERMISSIVE,(EXISTS ( SELECT 1 FROM lms_enrollments e WHERE ((e.id = lms_quiz_attempts.enrollment_id) AND (e.hospital_id = get_user_hospital_id())))),(EXISTS ( SELECT 1 FROM lms_enrollments e WHERE ((e.id = lms_quiz_attempts.enrollment_id) AND (e.hospital_id = get_user_hospital_id())))),none,,OK
lms_quiz_questions,LMS,YES,Hospital can manage quiz questions,ALL,{authenticated},PERMISSIVE,(EXISTS ( SELECT 1 FROM lms_courses c WHERE ((c.id = lms_quiz_questions.course_id) AND (c.hospital_id = get_user_hospital_id())))),(EXISTS ( SELECT 1 FROM lms_courses c WHERE ((c.id = lms_quiz_questions.course_id) AND (c.hospital_id = get_user_hospital_id())))),none,,OK
